percent_completed_hs,poverty_rate,City,Abbrev,State,Count,Category
80.2,18.8,Kingsbury,TX,Texas,1,<10
91.6,15.2,Killeen,TX,Texas,1,<10
88.6,19.5,Kenosha,WI,Wisconsin,1,<10
86.5,18.1,Kennewick,WA,Washington,1,<10
84.7,15.5,Kenner,LA,Louisiana,1,<10
89.7,10.9,Kenai,AK,Alaska,1,<10
79.6,25.3,Kellyville,OK,Oklahoma,1,<10
87.7,21.2,Kearny,AZ,Arizona,1,<10
85.1,13.5,Keaau,HI,Hawaii,1,<10
84.1,8.4,Katy,TX,Texas,1,<10
86.9,15.3,Kahuku,HI,Hawaii,1,<10
92.3,9.2,Jupiter,FL,Florida,1,<10
75.8,10.7,Jourdanton,TX,Texas,1,<10
89.1,23.7,Jonesboro,AR,Arkansas,1,<10
84.7,35.1,Johnstown,PA,Pennsylvania,1,<10
79.7,20.5,Johnsonville,SC,South Carolina,1,<10
84,31.6,Jesup,GA,Georgia,1,<10
90.6,6.4,Jerseyville,IL,Illinois,1,<10
79.5,29.9,Jennings,MO,Missouri,1,<10
72.6,6.6,Jal,NM,New Mexico,1,<10
92.5,6.5,Jackson,WI,Wisconsin,1,<10
87.5,24,Jackson,TN,Tennessee,1,<10
92.5,13,Jackson,MO,Missouri,1,<10
72.8,22.8,Jackson,GA,Georgia,1,<10
85.8,24.7,Jackson,AL,Alabama,1,<10
66.4,26.9,Iva,SC,South Carolina,1,<10
92.4,5.6,Islip,NY,New York,1,<10
93.1,20.6,Ishpeming,MI,Michigan,1,<10
96.3,12.3,Irvine,CA,California,1,<10
94.5,1.9,Inyokern,CA,California,1,<10
87.6,17.9,Independence,MO,Missouri,1,<10
41.3,43.9,Immokalee,FL,Florida,1,<10
93.9,7.3,Hutchinson,MN,Minnesota,1,<10
72.2,25.7,Hutchins,TX,Texas,1,<10
85.5,12.8,Hurst,TX,Texas,1,<10
80.8,15.7,Hurst,IL,Illinois,1,<10
100,0,Huntley,MT,Montana,1,<10
91.9,21.9,Huntingdon,PA,Pennsylvania,1,<10
92.4,9.5,Hummelstown,PA,Pennsylvania,1,<10
81.1,22.9,Humboldt,TN,Tennessee,1,<10
98.2,3.8,Hudson,OH,Ohio,1,<10
88,14.1,Hudson,NC,North Carolina,1,<10
90.2,14.8,Houston,AK,Alaska,1,<10
80.9,19,Hopewell,VA,Virginia,1,<10
95.2,6,Hoover,AL,Alabama,1,<10
79.5,21.6,Hominy,OK,Oklahoma,1,<10
86.1,14.9,Hometown,WV,West Virginia,1,<10
79,40,Homer,LA,Louisiana,1,<10
66.6,47.7,Homedale,ID,Idaho,1,<10
85.6,18.5,Holland,MI,Michigan,1,<10
83.7,21.1,Holiday,FL,Florida,1,<10
80.9,29.5,Hohenwald,TN,Tennessee,1,<10
58.6,24,Hiseville,KY,Kentucky,1,<10
75,20.7,Highland,CA,California,1,<10
69,31.9,Highgrove,CA,California,1,<10
99.3,11.1,Hesston,KS,Kansas,1,<10
77.2,24.8,Hesperia,CA,California,1,<10
84.3,7.8,Herndon,VA,Virginia,1,<10
93.8,6.6,Hendersonville,TN,Tennessee,1,<10
77.4,17.4,Henderson,TX,Texas,1,<10
85.7,14.3,Healdton,OK,Oklahoma,1,<10
73.8,20.1,Hawthorne,CA,California,1,<10
84.6,37.8,Hattiesburg,MS,Mississippi,1,<10
78.1,36.4,Harvey,IL,Illinois,1,<10
90.8,14.3,Harrisonville,MO,Missouri,1,<10
84.1,32.5,Harrisonburg,VA,Virginia,1,<10
79.9,31.8,Harrisburg,PA,Pennsylvania,1,<10
89.4,6.8,Harmony,IN,Indiana,1,<10
100,38.4,Hanover,NM,New Mexico,1,<10
83.7,24.8,Hanover,IN,Indiana,1,<10
96.6,5.3,Hampton,NH,New Hampshire,1,<10
80.9,32.4,Hampton,GA,Georgia,1,<10
89.7,18.6,Guthrie,OK,Oklahoma,1,<10
84.5,25.5,Gulfport,MS,Mississippi,1,<10
81.3,12.9,Grundy,VA,Virginia,1,<10
73,39.7,Groveton,TX,Texas,1,<10
77.1,22.7,Gretna,LA,Louisiana,1,<10
84.2,21.3,Gresham,OR,Oregon,1,<10
91.5,13.7,Greenwood,IN,Indiana,1,<10
91.6,32.5,Greenville,NC,North Carolina,1,<10
78.7,36.8,Greenville,MS,Mississippi,1,<10
91.4,9.8,Greenfield,WI,Wisconsin,1,<10
89,11.3,Greenbelt,MD,Maryland,1,<10
93.4,8.3,Green,OH,Ohio,1,<10
91.8,8.4,Greece,NY,New York,1,<10
90.8,9.4,Gray,TN,Tennessee,1,<10
90.1,25.5,Grapeview,WA,Washington,1,<10
94.5,5.1,Graham,WA,Washington,1,<10
84.8,20.1,Grafton,WV,West Virginia,1,<10
76,22.6,Goshen,IN,Indiana,1,<10
92.1,8.8,Goodyear,AZ,Arizona,1,<10
84.4,14.6,Glendale,CA,California,1,<10
81.1,28.1,Gladewater,TX,Texas,1,<10
77,15.1,Gilroy,CA,California,1,<10
80.8,13.1,Gilmer,TX,Texas,1,<10
90.4,9,Gillette,WY,Wyoming,1,<10
82.5,30.7,Gifford,FL,Florida,1,<10
82.4,6.2,Gibson,TN,Tennessee,1,<10
89.8,12.5,Georgetown,KY,Kentucky,1,<10
86.7,12.2,Geneva,OH,Ohio,1,<10
88.4,15.2,Gautier,MS,Mississippi,1,<10
67.5,26.5,Gaston,NC,North Carolina,1,<10
83.9,37.1,Gary,IN,Indiana,1,<10
91.5,16.1,Gardnerville,NV,Nevada,1,<10
94.4,3.8,Gardner,KS,Kansas,1,<10
81.8,15,Gardena,CA,California,1,<10
79.9,25.5,Gallup,NM,New Mexico,1,<10
85.1,12.8,Gallatin,TN,Tennessee,1,<10
71.2,28.3,Gainesville,GA,Georgia,1,<10
78.3,29.4,Gadsden,AL,Alabama,1,<10
79.3,25.2,Fulton,KY,Kentucky,1,<10
94.7,3.2,Fulshear,TX,Texas,1,<10
86.6,16.8,Fullerton,CA,California,1,<10
93.6,8.6,Fritch,TX,Texas,1,<10
95,5.7,Friendswood,TX,Texas,1,<10
90,13,Fridley,MN,Minnesota,1,<10
66.3,26.5,Freeport,TX,Texas,1,<10
91,16.5,Fredericksburg,VA,Virginia,1,<10
89.2,11.4,Frederick,MD,Maryland,1,<10
81.5,15.5,Frederica,DE,Delaware,1,<10
94.5,6.9,Franklin,TN,Tennessee,1,<10
80.8,35.9,Franklin,NC,North Carolina,1,<10
57.6,27.1,Franklin,MO,Missouri,1,<10
78.9,29.5,Franklin,LA,Louisiana,1,<10
95.5,8.6,Fountain,CO,Colorado,1,<10
87.6,18,Follansbee,WV,West Virginia,1,<10
91.7,8.5,Florissant,MO,Missouri,1,<10
91.2,14.2,Florence,OR,Oregon,1,<10
75.6,16.8,Florence,AZ,Arizona,1,<10
97.4,3.2,Fishers,IN,Indiana,1,<10
90.6,19.2,Findlay,OH,Ohio,1,<10
88.8,14.8,Fife,WA,Washington,1,<10
92.3,11.4,Farmington,AR,Arkansas,1,<10
88.1,24.9,Fairmont,WV,West Virginia,1,<10
86.6,25.4,Fairland,OK,Oklahoma,1,<10
85.6,13.2,Fairfield,CA,California,1,<10
83.8,25.9,Fairfax,OK,Oklahoma,1,<10
86.3,23.1,Fairborn,OH,Ohio,1,<10
88.1,17.6,Everett,WA,Washington,1,<10
79.8,14.9,Everett,MA,Massachusetts,1,<10
87.5,21,Evansville,IN,Indiana,1,<10
86.5,24.5,Eureka,CA,California,1,<10
83.2,30,Eufaula,OK,Oklahoma,1,<10
81.5,25.3,Eufaula,AL,Alabama,1,<10
88.7,20.9,Euclid,OH,Ohio,1,<10
84.1,13.8,Essex,MD,Maryland,1,<10
73.6,18.7,Escondido,CA,California,1,<10
67.1,39.6,English,IN,Indiana,1,<10
93.4,10.2,Englewood,OH,Ohio,1,<10
91.4,10.5,Englewood,FL,Florida,1,<10
88.1,16.5,Englewood,CO,Colorado,1,<10
82.3,29.9,England,AR,Arkansas,1,<10
94.4,8.1,Encinitas,CA,California,1,<10
74.7,34.9,Emporia,VA,Virginia,1,<10
96.9,11.9,Emeryville,CA,California,1,<10
83.9,22.3,Elsmere,KY,Kentucky,1,<10
91.9,5.6,Elkridge,MD,Maryland,1,<10
88.8,19.4,Elkins,WV,West Virginia,1,<10
77.6,26.7,Elkhart,IN,Indiana,1,<10
81.9,23.7,Elizabethton,TN,Tennessee,1,<10
74.4,32.9,Elberton,GA,Georgia,1,<10
99.1,2.4,Efland,NC,North Carolina,1,<10
73.3,29.7,Edmonton,KY,Kentucky,1,<10
95.9,10.1,Edmond,OK,Oklahoma,1,<10
77.7,27.7,Edinburg,TX,Texas,1,<10
97.2,7.7,Edgewood,NM,New Mexico,1,<10
90.9,22.3,Eaton Rapids,MI,Michigan,1,<10
96.4,7,Eagan,MN,Minnesota,1,<10
79.7,13.7,Dundalk,MD,Maryland,1,<10
75.1,28,Dublin,NC,North Carolina,1,<10
96.8,4.9,Draper,UT,Utah,1,<10
76.1,11.4,Downey,CA,California,1,<10
85.2,23.6,Dover,AR,Arkansas,1,<10
88.7,19.1,Douglasville,GA,Georgia,1,<10
78,25.8,Douglas,GA,Georgia,1,<10
86.8,24.8,Dolton,IL,Illinois,1,<10
58.6,28.6,Dinuba,CA,California,1,<10
78.3,18.5,Dinosaur,CO,Colorado,1,<10
92.5,22,Dillon,MT,Montana,1,<10
84,19.4,Dickson,TN,Tennessee,1,<10
90.5,11.3,DeSoto,TX,Texas,1,<10
94.4,8,Derry,NH,New Hampshire,1,<10
88.8,20.6,Denton,TX,Texas,1,<10
66.3,33.1,Deming,NM,New Mexico,1,<10
55.5,17.3,Delhi,CA,California,1,<10
55,30.3,Delano,CA,California,1,<10
98.4,2.9,Deerfield,IL,Illinois,1,<10
84.3,21.9,Decatur,TN,Tennessee,1,<10
95.4,14.9,Decatur,GA,Georgia,1,<10
92.7,16.7,Dallas,OR,Oregon,1,<10
82.7,16.4,Dallas,NC,North Carolina,1,<10
73.7,28.8,Dadeville,AL,Alabama,1,<10
78.4,20.9,Cushing,OK,Oklahoma,1,<10
81.1,20.7,Cumming,GA,Georgia,1,<10
82.1,13.6,Culpeper,VA,Virginia,1,<10
82.5,31.6,Crownpoint,NM,New Mexico,1,<10
64.8,34.9,Crowley,LA,Louisiana,1,<10
94.8,0.2,Cranbury,NJ,New Jersey,1,<10
81.3,18.4,Covington,LA,Louisiana,1,<10
77.8,25.1,Covington,GA,Georgia,1,<10
82.7,15.4,Council,ID,Idaho,1,<10
79,34.4,Cottonwood,CA,California,1,<10
75.3,29.6,Corning,CA,California,1,<10
78.3,17.5,Converse,LA,Louisiana,1,<10
88.2,3.2,Constantia,NY,New York,1,<10
71.3,1.9,Concord,VA,Virginia,1,<10
87.1,13.3,Concord,CA,California,1,<10
76.1,23.2,Commerce,GA,Georgia,1,<10
85.1,23.2,Columbia,TN,Tennessee,1,<10
95.7,7,Columbia,MD,Maryland,1,<10
70.1,22.1,Colton,CA,California,1,<10
92,11.1,Colby,KS,Kansas,1,<10
86.8,22,Colbert,OK,Oklahoma,1,<10
94.3,7.3,Cohasset,MN,Minnesota,1,<10
75.1,38.1,Cochran,GA,Georgia,1,<10
73,23.2,Coalinga,CA,California,1,<10
73.7,19.3,Clute,TX,Texas,1,<10
88.9,13.8,Clovis,CA,California,1,<10
81.5,29.2,Clinton,NC,North Carolina,1,<10
88.7,16.9,Clinton,IL,Illinois,1,<10
92.3,14.1,Clermont,FL,Florida,1,<10
82.2,12.6,Clendenin,WV,West Virginia,1,<10
79.1,37.5,Clearlake,CA,California,1,<10
92.3,13.1,Clearfield,UT,Utah,1,<10
87.6,12.1,Claymont,DE,Delaware,1,<10
92.2,6.6,Clay,AL,Alabama,1,<10
92.2,17.4,Clarksville,TN,Tennessee,1,<10
88.2,17.8,Clarkesville,GA,Georgia,1,<10
87.2,14.1,Claremont,NH,New Hampshire,1,<10
80.7,27.3,Cisco,TX,Texas,1,<10
83.5,20.2,Circleville,OH,Ohio,1,<10
68.3,32.1,Chowchilla,CA,California,1,<10
93.4,11.2,Cheyenne,WY,Wyoming,1,<10
84.5,24.9,Chestertown,MD,Maryland,1,<10
73.4,29,Chesterfield,SC,South Carolina,1,<10
90.3,11.4,Cheektowaga,NY,New York,1,<10
93.6,17.8,Charleston,SC,South Carolina,1,<10
33.3,31.7,Chapeno,TX,Texas,1,<10
81.1,22.3,Chambersburg,PA,Pennsylvania,1,<10
83.1,21.6,Chalmette,LA,Louisiana,1,<10
67.9,17.9,Ceres,CA,California,1,<10
97.4,4.5,Centerville,UT,Utah,1,<10
97.6,5,Centennial,CO,Colorado,1,<10
90.1,11.9,Celina,OH,Ohio,1,<10
62.5,31,Cedartown,GA,Georgia,1,<10
89.5,23.3,Cayce,SC,South Carolina,1,<10
91.9,6.8,Castaic,CA,California,1,<10
95.3,6.3,Cary,NC,North Carolina,1,<10
79.6,10.9,Carson,CA,California,1,<10
85.3,9.5,Carrollton,TX,Texas,1,<10
78.3,28.7,Carrollton,GA,Georgia,1,<10
83.9,34.3,Carrizozo,NM,New Mexico,1,<10
85.6,13.5,Carlsbad,NM,New Mexico,1,<10
83.8,32.3,Canton,OH,Ohio,1,<10
79.9,16.9,Canton,NC,North Carolina,1,<10
82.2,23.8,Campobello,SC,South Carolina,1,<10
75.8,26.8,Campo,CA,California,1,<10
95.6,3.2,Campbelltown,PA,Pennsylvania,1,<10
92.2,6.4,Camarillo,CA,California,1,<10
81.2,27.6,Callahan,FL,Florida,1,<10
88.3,14.8,Calimesa,CA,California,1,<10
56.6,27.4,Calexico,CA,California,1,<10
80.6,15.5,Cade,LA,Louisiana,1,<10
90.2,13,Cache,OK,Oklahoma,1,<10
92.4,11.4,Cabot,AR,Arkansas,1,<10
74.1,30.7,Cabazon,CA,California,1,<10
73,3.6,Byron,CA,California,1,<10
87,10.6,Byng,OK,Oklahoma,1,<10
70.3,25.3,Byars,OK,Oklahoma,1,<10
85.9,21.2,Burns,OR,Oregon,1,<10
89.7,19.6,Burlington,IA,Iowa,1,<10
70.5,33.1,Burkesville,KY,Kentucky,1,<10
82.7,31.4,Buffalo,NY,New York,1,<10
79.3,25.8,Buffalo,MO,Missouri,1,<10
86.7,28.2,Buckhannon,WV,West Virginia,1,<10
84.3,14.8,Buckeye,AZ,Arizona,1,<10
64.1,33.7,Brownsville,TX,Texas,1,<10
95.7,6.5,Broomfield,CO,Colorado,1,<10
91.8,8.9,Brookville,OH,Ohio,1,<10
85.4,16,Brookville,IN,Indiana,1,<10
62.1,21.5,Brookshire,TX,Texas,1,<10
93.2,10.5,Brooklet,GA,Georgia,1,<10
84.8,37.1,Brookhaven,MS,Mississippi,1,<10
63,41.1,Brodhead,KY,Kentucky,1,<10
81,18.6,Brockton,MA,Massachusetts,1,<10
83.5,16.3,Bristol,TN,Tennessee,1,<10
93.8,10.2,Brighton,MI,Michigan,1,<10
82.5,9.9,Brighton,CO,Colorado,1,<10
61.5,32,Bridgeton,NJ,New Jersey,1,<10
75.6,22.9,Bridgeport,CT,Connecticut,1,<10
89.9,12.7,Brevard,NC,North Carolina,1,<10
70.4,25.2,Brawley,CA,California,1,<10
60.9,23.5,Brandywine,WV,West Virginia,1,<10
80.6,43.9,Booneville,KY,Kentucky,1,<10
94.3,10.9,Boone,IA,Iowa,1,<10
89.8,9.7,Boerne,TX,Texas,1,<10
85.6,23.4,Bluefield,WV,West Virginia,1,<10
87.8,34.1,Bloomsburg,PA,Pennsylvania,1,<10
93.1,8.9,Bloomington,MN,Minnesota,1,<10
92.8,9.6,Bismarck,ND,North Dakota,1,<10
87.3,29.1,Bisbee,AZ,Arizona,1,<10
85.1,24.6,Biloxi,MS,Mississippi,1,<10
85.2,19.2,Beverly,OH,Ohio,1,<10
94.1,8,Beverly,MA,Massachusetts,1,<10
86.9,17.1,Bethany,OK,Oklahoma,1,<10
86.5,26.9,Berea,KY,Kentucky,1,<10
84.1,23.4,Benton,IL,Illinois,1,<10
87.6,6.7,Bellville,TX,Texas,1,<10
92.7,23,Bellingham,WA,Washington,1,<10
77.6,17.9,Bellflower,CA,California,1,<10
84.5,16.3,Belleville,MI,Michigan,1,<10
47.4,27.7,Bell,CA,California,1,<10
77.1,26.3,Beckville,TX,Texas,1,<10
86.1,21.8,Beckley,WV,West Virginia,1,<10
89.5,31.4,Beaverton,MI,Michigan,1,<10
86.8,11.8,Beaumont,CA,California,1,<10
89.3,11.6,Beacon,NY,New York,1,<10
91,15.7,Bartlesville,OK,Oklahoma,1,<10
84.6,11.7,Barrow,AK,Alaska,1,<10
85.6,24.4,Bardstown,KY,Kentucky,1,<10
78.7,29.7,Barbourville,KY,Kentucky,1,<10
91.4,26.2,Bangor,ME,Maine,1,<10
94.2,3.3,Avon,IN,Indiana,1,<10
48.8,36.4,Avenal,CA,California,1,<10
84.1,10.7,Avella,PA,Pennsylvania,1,<10
85.4,15.9,Austin,MN,Minnesota,1,<10
95.9,7.7,Austin,AR,Arkansas,1,<10
84.2,17.2,Austell,GA,Georgia,1,<10
81.1,17.6,Auburndale,FL,Florida,1,<10
72.5,26.2,Atwater,CA,California,1,<10
92.6,11,Atascadero,CA,California,1,<10
95.9,8.2,Assaria,KS,Kansas,1,<10
93.8,9.6,Ashwaubenon,WI,Wisconsin,1,<10
77.6,28.3,Ashville,AL,Alabama,1,<10
80.9,34.8,Ashtabula,OH,Ohio,1,<10
92.3,17.3,Asheville,NC,North Carolina,1,<10
94.1,3.4,Arlington,TN,Tennessee,1,<10
71.2,37.5,Arlington,GA,Georgia,1,<10
84.1,17.1,Ardmore,OK,Oklahoma,1,<10
82.6,14.8,Arcola,IL,Illinois,1,<10
81.4,10.5,Archdale,NC,North Carolina,1,<10
87.6,16.7,Arab,AL,Alabama,1,<10
92.3,11.9,Appleton,WI,Wisconsin,1,<10
95.1,9.1,Antioch,IL,Illinois,1,<10
88.1,22.1,Antigo,WI,Wisconsin,1,<10
91.2,13,Antelope,CA,California,1,<10
85,24.6,Anderson,CA,California,1,<10
82.7,35.9,Anadarko,OK,Oklahoma,1,<10
90.3,24.4,Alton,IL,Illinois,1,<10
90.3,8.8,Alpine,CA,California,1,<10
80.7,15.8,Alhambra,CA,California,1,<10
91.5,8.3,Alexandria,VA,Virginia,1,<10
92.6,14.7,Alexandria,MN,Minnesota,1,<10
79.9,33.8,Albany,GA,Georgia,1,<10
88.8,20.5,Alamogordo,NM,New Mexico,1,<10
85.5,24.6,Aitkin,MN,Minnesota,1,<10
93.8,5.9,Aiea,HI,Hawaii,1,<10
81.1,7,Aguanga,CA,California,1,<10
91.7,8.9,Affton,MO,Missouri,1,<10
94,10,Addison,TX,Texas,1,<10
90.7,9.6,Acworth,GA,Georgia,1,<10
83.5,19.1,Abilene,TX,Texas,1,<10
69.1,29.1,Abbeville,AL,Alabama,1,<10
